"people_id","people_name","people_birthday","people_deathday","people_gender"
28781,"Christian Clavier",1952-05-06,NA,2
25735,"Christian Duguay",1957-01-01,NA,2
1039491,"Benoît Guichard",NA,NA,0
529,"Guy Pearce",1967-10-05,NA,2
76070,"Mia Wasikowska",1989-10-14,NA,1
39516,"Nick Cave",1957-09-22,NA,2
53333,"John Hillcoat",1961-08-14,NA,2
11864,"Ryan Phillippe",1974-09-10,NA,2
17772,"Jesse Bradford",1979-05-28,NA,2
21179,"John Benjamin Hickey",1963-06-25,NA,2
21134,"John Slattery",1962-08-13,NA,2
190,"Clint Eastwood",1930-05-31,NA,2
455,"Paul Haggis",1953-03-10,NA,2
142,"William Broyles Jr.",1944-10-08,NA,2
1579,"Maggie Gyllenhaal",1977-11-16,NA,1
72466,"Colin Farrell",1976-05-31,NA,2
3087,"Robert Duvall",1931-01-05,NA,2
58535,"Paul Herman",1946-03-29,NA,2
59270,"Riccardo Scamarcio",1979-11-13,NA,2
6972,"Ian McShane",1942-09-29,NA,2
4238,"Common",1972-03-13,NA,2
40644,"Chad Stahelski",1968-09-20,NA,2
1076800,"Derek Kolstad",NA,NA,0
18177,"André Dussollier",1946-02-17,NA,2
17498,"Niels Arestrup",1949-02-08,NA,2
3934,"Burghart Klaußner",1949-09-13,NA,2
5201,"Robert Stadlober",1982-08-03,NA,2
1543580,"Charlie Nelson",NA,NA,2
10249,"Volker Schlöndorff",1939-03-31,NA,2
1288681,"Cyril Gely",NA,NA,2
81051,"Tahar Rahim",1981-07-04,NA,2
89624,"Adel Bencherif",1975-05-30,NA,2
89625,"Hichem Yacoubi",NA,NA,2
89626,"Reda Kateb",1977-07-27,NA,2
17496,"Jacques Audiard",1952-04-30,NA,2
89628,"Thomas Bidegain",NA,NA,2
968863,"James Frecheville",1999-04-14,NA,2
33192,"Joel Edgerton",1974-06-23,NA,2
55900,"Luke Ford",1981-03-26,NA,2
114334,"David Michôd",1972-11-30,NA,2
258,"Gael García Bernal",1978-11-30,NA,2
4273,"Charlotte Gainsbourg",1971-07-21,NA,1
4274,"Miou-Miou",1950-02-22,NA,1
4286,"Emma de Caunes",1976-09-09,NA,0
201,"Michel Gondry",1963-05-08,NA,2
114,"Orlando Bloom",1977-01-13,NA,2
228372,"Conrad Kemp",NA,NA,0
1353810,"Inge Beckmann",NA,NA,0
113228,"Tinarie Van Wyk-Loots",1980-12-17,NA,1
69987,"Jérôme Salle",1967-05-11,NA,2
52344,"Julien Rappeneau",NA,NA,0
1461,"George Clooney",1961-05-06,NA,2
5064,"Meryl Streep",1949-06-22,NA,1
17881,"Jason Schwartzman",1980-06-26,NA,2
1532,"Bill Murray",1950-09-21,NA,2
5293,"Willem Dafoe",1955-07-22,NA,2
5655,"Wes Anderson",1969-05-01,NA,2
5656,"Noah Baumbach",1969-09-03,NA,2
3223,"Robert Downey Jr.",1965-04-04,NA,2
5576,"Val Kilmer",1959-12-31,NA,2
11705,"Michelle Monaghan",1976-03-23,NA,1
21246,"Corbin Bernsen",1954-09-07,NA,2
6066,"Dash Mihok",1974-05-24,NA,2
1108,"Shane Black",1961-12-16,NA,2
47991,"Bob Geldof",1951-10-05,NA,2
71247,"Christine Hargreaves",1939-03-22,1984-08-12,1
71248,"James Laurenson",1940-02-17,NA,2
71249,"Eleanor David",1956-03-14,NA,1
994272,"Alex McAvoy",1928-03-10,2005-06-16,0
9168,"Alan Parker",1944-02-14,NA,2
67273,"Roger Waters",1943-09-06,NA,2
6968,"Hugh Jackman",1968-10-12,NA,2
9560,"Ellen Burstyn",1932-12-07,NA,1
1173,"Mark Margolis",1939-11-26,NA,2
230,"Stephen McHattie",1947-02-03,NA,2
6431,"Darren Aronofsky",1969-02-12,NA,2
16836,"Ari Handel",NA,NA,0
13242,"Paul Giamatti",1967-06-06,NA,2
10860,"Jessica Biel",1982-03-03,NA,1
17328,"Rufus Sewell",1967-10-29,NA,2
1665,"Eddie Marsan",1968-06-23,NA,2
206919,"Daniel Kaluuya",1989-02-24,NA,2
1255540,"Allison Williams",1988-04-13,NA,1
2229,"Catherine Keener",1959-03-23,NA,1
11367,"Bradley Whitford",1959-10-10,NA,2
572541,"Caleb Landry Jones",1989-12-07,NA,2
291263,"Jordan Peele",1979-02-21,NA,2
2387,"Patrick Stewart",1940-07-13,NA,2
1464650,"Dafne Keen",2005-07-19,NA,1
39189,"Stephen Merchant",1974-11-24,NA,2
366,"James Mangold",1963-12-16,NA,2
2199,"Scott Frank",1960-03-10,NA,2
83526,"Haruka Ayase",1985-03-24,NA,1
228079,"Kaho",1991-06-30,NA,1
1454976,"Suzu Hirose",1998-06-19,NA,1
33517,"Ryo Kase",1974-11-09,NA,2
25645,"Hirokazu Kore-eda",1962-06-06,NA,2
108916,"Rooney Mara",1985-04-17,NA,1
3497,"Kyle Chandler",1965-09-17,NA,2
34490,"Sarah Paulson",1974-12-17,NA,1
496470,"Jake Lacy",1985-02-14,NA,2
16863,"Todd Haynes",1961-01-02,NA,2
1034086,"Phyllis Nagy",1962-11-07,NA,1
1009,"Randolph Scott",1898-01-23,1987-03-02,2
80469,"Gail Russell",1924-09-21,1961-08-27,1
18391,"Lee Marvin",1924-02-19,1987-08-29,2
95563,"Walter Reed",1916-02-10,2001-08-20,2
95564,"John Larch",1914-10-04,2005-10-16,2
18574,"Budd Boetticher",1916-07-29,2001-11-29,2
18579,"Burt Kennedy",1922-09-03,2001-02-15,2
240240,"Leila Hatami",1972-10-01,NA,1
559566,"Payman Maadi",1970-07-30,NA,2
229933,"Shahab Hosseini",1974-02-03,NA,2
559567,"Sareh Bayat",NA,NA,1
1589296,"Sarina Farhadi",NA,NA,0
229931,"Asghar Farhadi",1972-05-07,NA,2
380,"Robert De Niro",1943-08-17,NA,2
1813,"Anne Hathaway",1982-11-12,NA,1
14343,"Rene Russo",1954-02-17,NA,1
521563,"Anders Holm",1981-05-29,NA,2
212604,"Adam Devine",1983-11-07,NA,2
17698,"Nancy Meyers",1949-12-08,NA,1
17419,"Bryan Cranston",1956-03-07,NA,2
2882,"Diane Lane",1965-01-22,NA,1
15735,"Helen Mirren",1945-07-26,NA,1
18050,"Elle Fanning",1998-04-09,NA,1
52849,"Louis C.K.",1967-09-12,NA,2
6737,"Jay Roach",1957-06-14,NA,2
1224748,"John McNamara",1962-04-02,NA,2
2228,"Sean Penn",1960-08-17,NA,2
10360,"Robert Prosky",1930-12-13,2008-12-08,2
10361,"Raymond J. Barry",1939-03-14,NA,2
8655,"R. Lee Ermey",1944-03-24,2018-04-15,2
504,"Tim Robbins",1958-10-16,NA,2
10298,"Helen Prejean",NA,NA,1
2227,"Nicole Kidman",1967-06-20,NA,1
2040,"Christopher Eccleston",1964-02-16,NA,2
20051,"Alakina Mann",1990-08-01,NA,1
20052,"James Bentley",NA,NA,2
20053,"Eric Sykes",1923-05-04,2012-07-04,2
19840,"Alejandro Amenábar",1972-03-31,NA,2
37632,"Eddie Redmayne",1982-01-06,NA,2
227454,"Alicia Vikander",1988-10-03,NA,1
73381,"Matthias Schoenaerts",1977-12-08,NA,2
17064,"Ben Whishaw",1980-10-14,NA,2
8197,"Sebastian Koch",1962-05-31,NA,2
70500,"Tom Hooper",1972-10-05,NA,2
1182720,"Lucinda Coxon",NA,NA,1
1205,"Richard Gere",1949-08-31,NA,2
11148,"Joan Allen",1956-08-20,NA,1
1206,"Jason Alexander",1959-09-23,NA,2
11398,"Cary-Hiroyuki Tagawa",1950-09-27,NA,2
20376,"Sarah Roemer",1984-08-28,NA,1
5306,"Lasse Hallström",1946-06-02,NA,2
151181,"Stephen P. Lindsey",NA,NA,2
1554383,"Dave Johns",1955-01-01,NA,2
1182598,"Hayley Squires",1988-01-01,NA,1
1650252,"Dylan McKiernan",NA,NA,0
1650254,"Briana Shann",NA,NA,0
229605,"Kate Rutter",NA,NA,0
15488,"Ken Loach",1936-06-17,NA,2
15490,"Paul Laverty",NA,NA,2
25347,"Lorànt Deutsch",1975-10-27,NA,2
7275,"Patrick Chesnais",1947-03-18,NA,2
54168,"Anne Marivin",1974-01-23,NA,1
931398,"Nicolas Bridet",NA,NA,0
73941,"Gilles Legrand",1958-10-16,NA,2
1088936,"Delphine de Vigan",NA,NA,0
113461,"John Legend",1978-12-28,NA,2
14892,"Rosemarie DeWitt",1971-10-26,NA,1
18999,"J.K. Simmons",1955-01-09,NA,2
136495,"Damien Chazelle",1985-01-19,NA,2
35028,"Zoe Kazan",1983-09-09,NA,1
61659,"Chris Messina",1974-08-11,NA,2
516,"Annette Bening",1958-05-29,NA,1
93532,"Laurent Lafitte",1973-08-22,NA,2
1422336,"Alexandre Desrousseaux",NA,NA,0
1139386,"Anna Lemarchand",NA,NA,0
1422938,"Achille Potier",2002-09-10,NA,2
1422940,"Martin Bourboulon",NA,NA,0
144845,"Matthieu Delaporte",NA,NA,0
58255,"Alexandre de La Patellière",1971-06-24,NA,2
1539216,"Ferdia Walsh-Peelo",1999-10-12,NA,2
86232,"Lucy Boynton",1994-01-17,NA,1
33394,"Maria Doyle Kennedy",1964-09-25,NA,1
49735,"Aidan Gillen",1968-04-24,NA,2
1007683,"Jack Reynor",1992-01-23,NA,2
45117,"John Carney",1972-01-01,NA,2
575662,"Antoine-Olivier Pilon",1997-06-23,NA,2
1008607,"Sophie Nélisse",2000-03-27,NA,1
1508581,"Lou-Pascal Tremblay",NA,NA,2
543513,"David Boutin",1969-11-12,NA,2
1177678,"Patrice Godin",1968-04-05,NA,0
149828,"Yan England",1979-02-02,NA,2
23459,"Sienna Miller",1981-12-28,NA,1
1136406,"Tom Holland",1996-06-01,NA,2
2464,"Angus Macfadyen",1963-09-21,NA,2
20561,"James Gray",1969-04-14,NA,2
5530,"James McAvoy",1979-04-21,NA,2
1397778,"Anya Taylor-Joy",1996-04-16,NA,1
52462,"Betty Buckley",1947-07-03,NA,1
1286328,"Haley Lu Richardson",1995-03-07,NA,1
1221085,"Jessica Sula",1994-05-03,NA,1
11614,"M. Night Shyamalan",1970-08-06,NA,2
14528,"Yul Brynner",1920-07-11,1985-10-10,2
3265,"Eli Wallach",1915-12-07,2014-06-24,2
13565,"Steve McQueen",1930-03-24,1980-11-07,2
4960,"Charles Bronson",1921-11-03,2003-08-30,2
14060,"Robert Vaughn",1932-11-22,2016-11-11,2
14520,"John Sturges",1910-01-03,1992-08-18,2
14521,"William Roberts",1913-09-04,1997-03-05,2
6835,"Walter Bernstein",1919-08-20,NA,2
7335,"Walter Newman",1916-02-11,1993-10-14,2
78423,"Omar Sy",1978-01-20,NA,2
11291,"Clémence Poésy",1982-11-30,NA,1
90681,"Antoine Bertrand",1977-12-12,NA,2
1576994,"Gloria Colston",NA,NA,0
61364,"Ashley Walters",1982-06-30,NA,2
1119418,"Hugo Gélin",1980-05-08,NA,2
1033621,"Mathieu Oullion",NA,NA,0
1168589,"Jean-André Yerles",NA,NA,0
40036,"Taraji P. Henson",1970-09-11,NA,1
1005852,"Janelle Monáe",1985-12-01,NA,1
205,"Kirsten Dunst",1982-04-30,NA,1
1141683,"Theodore Melfi",1971-01-01,NA,2
211980,"Allison Schroeder",NA,NA,1
1564846,"Auli'i Cravalho",2000-11-22,NA,1
15298,"Rachel House",1971-01-01,NA,1
7242,"Temuera Morrison",1960-12-26,NA,2
55936,"Jemaine Clement",1974-01-10,NA,2
15810,"Ron Clements",1953-04-25,NA,2
15811,"John Musker",1953-11-08,NA,2
1318201,"Jared Bush",1974-06-12,NA,2
123664,"Kim Min-hee",1982-03-01,NA,1
1537768,"Kim Tae-ri",1990-04-24,NA,1
138336,"Cho Jin-woong",1976-03-03,NA,2
93252,"Kim Hae-sook",1955-12-30,NA,1
37928,"Chung Seo-kyung",1975-01-01,NA,1
72855,"Felicity Jones",1983-10-17,NA,1
8688,"Diego Luna",1979-12-29,NA,2
21088,"Alan Tudyk",1971-03-16,NA,2
1341,"Donnie Yen",1963-07-27,NA,2
77301,"Jiang Wen",1963-01-05,NA,2
129894,"Gareth Edwards",1975-06-01,NA,2
3288,"Chris Weitz",1969-11-30,NA,2
10912,"Eva Green",1980-07-06,NA,1
77996,"Asa Butterfield",1997-04-01,NA,2
2231,"Samuel L. Jackson",1948-12-21,NA,2
5309,"Judi Dench",1934-12-09,NA,1
4757,"Rupert Everett",1959-05-29,NA,2
23447,"Jane Goldman",1970-06-11,NA,1
37625,"Andrew Garfield",1983-08-20,NA,2
13275,"Tadanobu Asano",1973-11-27,NA,2
8785,"Ciarán Hinds",1953-02-09,NA,2
14393,"Jay Cocks",1944-01-12,NA,2
73457,"Chris Pratt",1979-06-21,NA,2
7132,"Vincent D'Onofrio",1959-06-30,NA,2
1281190,"Nic Pizzolatto",1975-10-18,NA,2
7449,"Shinobu Hashimoto",1918-04-18,2018-07-19,2
19492,"Viola Davis",1965-08-11,NA,1
196179,"Stephen Henderson",1949-08-31,NA,2
1607522,"Jovan Adepo",NA,NA,2
62649,"Russell Hornsby",1974-05-15,NA,2
1238222,"August Wilson",NA,NA,0
6856,"Kurt Russell",1951-03-17,NA,2
6949,"John Malkovich",1953-12-09,NA,2
36602,"Peter Berg",1964-03-11,NA,2
36603,"Matthew Michael Carnahan",NA,NA,0
112014,"Matthew Sand",NA,NA,2
1523921,"Lewis MacDougall",2002-06-05,NA,2
10205,"Sigourney Weaver",1949-10-08,NA,1
20286,"Toby Kebbell",1982-07-09,NA,2
1299057,"Patrick Ness",NA,NA,0
51894,"J.A. Bayona",1975-05-09,NA,2
31,"Tom Hanks",1956-07-09,NA,2
6383,"Aaron Eckhart",1968-03-12,NA,2
350,"Laura Linney",1964-02-05,NA,1
134531,"Anna Gunn",1968-08-11,NA,1
74607,"Autumn Reeser",1980-09-21,NA,1
52000,"Todd Komarnicki",NA,NA,2
77795,"Katherine Waterston",1980-03-03,NA,1
58873,"Dan Fogler",1976-10-20,NA,2
998225,"Alison Sudol",1984-12-23,NA,1
10966,"J.K. Rowling",1965-07-31,NA,1
11343,"David Yates",1963-11-30,NA,2
65731,"Sam Worthington",1976-08-02,NA,2
4937,"Vince Vaughn",1970-03-28,NA,2
972356,"Luke Bracey",1989-04-26,NA,2
20374,"Teresa Palmer",1986-02-26,NA,1
2461,"Mel Gibson",1956-01-03,NA,2
53972,"Robert Schenkkan",1953-03-19,NA,2
137902,"Andrew Knight",NA,NA,2
71507,"Marc-André Grondin",1984-03-11,NA,2
232137,"Danielle Proulx",1952-10-12,NA,1
32885,"Michel Côté",1950-06-25,NA,2
81822,"Pierre-Luc Brillant",NA,NA,2
69369,"Émile Vallée",NA,NA,2
69371,"Jean-Marc Vallée",1963-03-09,NA,2
69372,"François Boulay",NA,NA,0
52851,"Paula Patton",1975-12-05,NA,1
77700,"Travis Fimmel",1979-07-15,NA,2
11107,"Ben Foster",1980-10-29,NA,2
1038379,"Robert Kazinsky",1983-11-18,NA,2
55470,"Dominic Cooper",1978-06-02,NA,2
81850,"Duncan Jones",1971-05-30,NA,2
1997,"Charles Leavitt",NA,NA,0
150903,"Gong Yoo",1979-07-10,NA,2
1024395,"Ma Dong-seok",1971-03-01,NA,2
127720,"Jung Yu-mi",1983-01-18,NA,1
1255881,"Choi Woo-shik",1990-03-26,NA,2
1042232,"Ahn So-hee",1992-06-27,NA,1
939147,"Yeon Sang-ho",1978-01-01,NA,2
1629971,"Park Joon-suk",NA,NA,2
2888,"Will Smith",1968-09-25,NA,2
454,"Michael Peña",1976-01-13,NA,2
34050,"Allan Loeb",NA,NA,0
5065,"David Frankel",1959-04-02,NA,2
72129,"Jennifer Lawrence",1990-08-15,NA,1
3968,"Michael Sheen",1969-02-05,NA,2
1271,"Andy García",1956-04-12,NA,2
77965,"Morten Tyldum",1967-05-19,NA,2
564940,"Jon Spaihts",NA,NA,0
880,"Ben Affleck",1972-08-15,NA,2
84223,"Anna Kendrick",1985-08-09,NA,1
182272,"Cynthia Addai-Robinson",1985-01-12,NA,1
77003,"Gavin O'Connor",1964-01-01,NA,2
1281388,"Bill Dubuque",NA,NA,2
9012,"Jonny Lee Miller",1972-11-15,NA,2
1125,"Ewen Bremner",1972-01-23,NA,2
18023,"Robert Carlyle",1961-04-14,NA,2
1102609,"Anjela Nedyalkova",1991-03-02,NA,1
2034,"Danny Boyle",1956-10-20,NA,2
8999,"John Hodge",NA,NA,2
1717046,"Sunny Pawar",NA,NA,2
76788,"Dev Patel",1990-04-23,NA,2
1371,"David Wenham",1965-09-21,NA,2
1173102,"Garth Davis",1974-01-01,NA,2
37268,"Luke Davies",1962-01-01,NA,2
1303037,"Taron Egerton",1989-11-10,NA,2
4690,"Christopher Walken",1943-03-31,NA,2
1198895,"Ania Sowinski",1979-12-18,NA,0
105563,"Mads Sjøgård Pettersen",1984-02-21,NA,2
974,"Dexter Fletcher",1966-01-31,NA,2
1441716,"Simon Kelton",NA,NA,0
1441717,"Sean Macaulay",NA,NA,0
449,"Jay Baruchel",1982-04-09,NA,2
17276,"Gerard Butler",1969-11-13,NA,2
24264,"Craig Ferguson",1962-05-17,NA,2
59174,"America Ferrera",1984-04-18,NA,1
69797,"Dean DeBlois",1970-06-07,NA,2
1019,"Mads Mikkelsen",1965-11-22,NA,2
93236,"David Dencik",1974-10-31,NA,2
112733,"Cyron Melville",1984-07-01,NA,2
74752,"Nikolaj Arcel",1972-08-25,NA,2
74758,"Rasmus Heisterberg",1974-12-12,NA,2
24366,"Philippe Noiret",1930-10-01,2006-11-23,2
24540,"Jean Carmet",1920-04-25,1994-04-20,2
35000,"Marlène Jobert",1940-11-04,NA,1
24477,"Paul Le Person",1931-02-10,2005-08-08,2
25182,"Yves Robert",1920-06-21,2002-05-10,2
136489,"Valérie Benguigui",1965-11-06,2013-09-02,1
48576,"Charles Berling",1958-04-30,NA,2
17896,"Guillaume de Tonquédec",1966-10-18,NA,2
64590,"Judith El Zein",1976-11-01,NA,1
158637,"Deirdre O'Kane",1968-03-25,NA,1
1048644,"Sarah Greene",NA,NA,0
1421431,"Gloria Cramer Curtis",NA,NA,0
15498,"Liam Cunningham",1961-06-02,NA,2
17018,"Ruth Negga",1982-01-01,NA,1
1373168,"Stephen Bradley",NA,NA,0
1333461,"Kheiron",1982-11-21,NA,2
23383,"Leïla Bekhti",1984-03-06,NA,1
47337,"Gérard Darmon",1948-02-29,NA,2
47826,"Alexandre Astier",1974-06-16,NA,2
4135,"Robert Redford",1936-08-18,NA,2
4483,"Dustin Hoffman",1937-08-08,NA,2
5251,"Jack Warden",1920-09-18,2006-07-19,2
1936,"Martin Balsam",1919-11-04,1996-02-13,2
6349,"Alan J. Pakula",1928-04-07,1998-11-19,2
348,"William Goldman",1931-08-12,2018-11-15,2
13716,"Carl Bernstein",1944-02-14,NA,2
13717,"Bob Woodward",1943-03-26,NA,2
75601,"Sean Nelson",1980-05-09,NA,2
4808,"Giancarlo Esposito",1958-04-26,NA,2
10824,"N'Bushe Wright",1970-09-20,NA,1
75602,"Ron Brice",NA,NA,2
52358,"Boaz Yakin",1966-06-20,NA,2
86612,"Anne Dorval",1960-11-08,NA,1
142689,"Suzanne Clément",1969-05-12,NA,1
142995,"Patrick Huard",1969-01-02,NA,2
123185,"Alexandre Goyette",NA,NA,2
24045,"Joseph Gordon-Levitt",1981-02-17,NA,2
6832,"Melissa Leo",1960-09-14,NA,1
207,"Tom Wilkinson",1948-02-05,NA,2
1291827,"Kieran Fitzgerald",NA,NA,0
41421,"Jennifer Morrison",1979-04-12,NA,1
1733,"Nick Nolte",1941-02-08,NA,2
81685,"Frank Grillo",1965-06-08,NA,2
589613,"Anthony Tambakis",1967-05-22,NA,2
181550,"Cliff Dorfman",NA,NA,2
80863,"Masahiro Motoki",1965-12-21,NA,2
21658,"Ryoko Hirosue",1980-07-18,NA,1
36074,"Kazuko Yoshiyuki",NA,NA,0
80864,"Kimiko Yo",1956-05-12,NA,1
76936,"Yojiro Takita",1955-12-04,NA,2
80862,"Kundô Koyama",NA,NA,0
4078,"Lee Van Cleef",1925-01-09,1989-12-16,2
5813,"Aldo Giuffrè",1924-04-10,2010-06-26,2
5814,"Luigi Pistilli",1929-07-19,1996-04-21,2
4385,"Sergio Leone",1929-01-03,1989-04-30,2
5810,"Luciano Vincenzoni",NA,NA,0
5811,"Agenore Incrocci",1919-07-04,2005-11-15,2
5812,"Furio Scarpelli",1919-12-16,2010-04-28,2
5555,"Sergio Donati",NA,NA,0
46418,"Mickey Knox",1921-12-12,2013-11-15,2
116027,"Eli Marienthal",1986-03-06,NA,2
12835,"Vin Diesel",1967-07-18,NA,2
4491,"Jennifer Aniston",1969-02-11,NA,1
18688,"Harry Connick Jr.",1967-09-11,NA,2
7087,"Brad Bird",1957-09-11,NA,2
77919,"Tim McCanlies",NA,NA,2
90451,"Tom Sturridge",1985-12-21,NA,2
1233,"Philip Seymour Hoffman",1967-07-23,2014-02-02,2
7026,"Rhys Ifans",1967-07-22,NA,2
2440,"Bill Nighy",1949-12-12,NA,2
7056,"Emma Thompson",1959-04-15,NA,1
7018,"Richard Curtis",1956-11-08,NA,2
14782,"Andrew Robinson",1942-02-14,NA,2
45588,"Clare Higgins",1955-11-10,NA,1
56551,"Ashley Laurence",1966-05-28,NA,1
56552,"Sean Chapman",1961-06-02,NA,2
24737,"Oliver Smith",1952-05-29,NA,2
31211,"Clive Barker",1952-10-05,NA,2
27972,"Josh Hutcherson",1992-10-12,NA,2
96066,"Liam Hemsworth",1990-01-13,NA,2
9281,"Elizabeth Banks",1974-02-10,NA,1
16961,"Michael Arndt",1970-11-22,NA,2
35550,"Danny Strong",1974-06-06,NA,2
225633,"Peter Craig",1969-11-10,NA,2
1422247,"Ibrahim Ahmed",NA,NA,2
1311790,"Toulou Kiki",NA,NA,0
1422248,"Layla Walet Mohamed",NA,NA,0
1182758,"Abel Jafri",1965-12-05,NA,2
1163059,"Kettly Noel",NA,NA,0
118772,"Abderrahmane Sissako",1961-10-13,NA,2
1311794,"Kessen Tall",NA,NA,1
2561,"Victor Argo",1934-11-05,2004-04-07,2
64239,"Frankie Thorn",1964-08-27,NA,1
71444,"Robin Burrows",NA,NA,0
3137,"Paul Calderon",1959-01-01,NA,2
39104,"Abel Ferrara",1951-07-19,NA,2
71443,"Zoë Lund",1962-02-09,1999-04-16,1
4935,"Pete Postlethwaite",1945-02-07,2011-01-02,2
28743,"John Lynch",1961-12-26,NA,2
13328,"Corin Redgrave",1939-07-16,2010-04-06,2
53334,"Jim Sheridan",1949-02-06,NA,2
2589,"Terry George",1952-12-20,NA,2
10538,"Vivien Leigh",1913-11-05,1967-07-07,1
11492,"Clark Gable",1901-02-01,1960-11-16,2
8725,"Olivia de Havilland",1916-07-01,NA,1
11493,"Leslie Howard",1893-04-03,1943-06-01,2
11498,"Hattie McDaniel",1895-06-10,1952-10-26,1
9049,"Victor Fleming",1889-02-23,1949-01-06,2
11488,"Sidney Howard",1891-06-26,1939-08-23,2
86404,"Oliver H.P. Garrett",1894-05-06,1952-02-22,2
4341,"Ben Hecht",1894-02-28,1964-04-18,2
82172,"Jo Swerling",1893-04-18,1964-10-23,2
20599,"John Van Druten",1901-06-01,1957-12-19,2
4173,"Anthony Hopkins",1937-12-31,NA,2
47005,"Alan Taylor",1965-01-01,NA,2
119199,"Claude Perron",1966-01-23,NA,1
24763,"Roland Blanche",1943-12-31,1999-09-13,2
14606,"Albert Dupontel",1964-01-11,NA,2
23735,"Roland Bertin",1930-11-16,NA,2
1141,"Hélène Vincent",1943-09-09,NA,1
146804,"Gilles Laurent",1957-01-01,2018-05-01,2
34021,"Raúl Arévalo",1979-11-22,NA,2
19024,"Javier Gutiérrez",1971-01-17,NA,2
3483,"Antonio de la Torre",1968-01-18,NA,2
1071974,"Nerea Barros",1981-05-12,NA,0
1413918,"Salva Reina",NA,NA,2
6521,"Alberto Rodríguez",1971-05-11,NA,2
287,"Brad Pitt",1963-12-18,NA,2
17476,"Peter Wight",1950-01-01,NA,2
17477,"Harriet Walter",1950-09-24,NA,1
223,"Alejandro González Iñárritu",1963-08-15,NA,2
273,"Guillermo Arriaga",1958-03-13,NA,2
2232,"Michael Keaton",1951-09-05,NA,2
3489,"Naomi Watts",1968-09-28,NA,1
1281196,"Alexander Dinelaris",NA,NA,0
661870,"Armando Bo",1978-01-01,NA,2
931800,"Nicolás Giacobone",NA,NA,0
93491,"Will Poulter",1993-11-28,NA,2
93210,"Domhnall Gleeson",1983-05-12,NA,2
220448,"Paul Anderson",1978-02-12,NA,2
64785,"Mark L. Smith",NA,NA,2
25072,"Oscar Isaac",1979-03-09,NA,2
1457238,"Sonoya Mizuno",1988-07-01,NA,1
17199,"Corey Johnson",1961-05-17,NA,2
453272,"Nora Arnezeder",1989-05-08,NA,1
4704,"Fu'ad Aït Aattou",1980-11-02,NA,0
57298,"Anne Parillaud",1960-05-06,NA,1
20239,"Vincent Pérez",1964-06-10,NA,2
7276,"Anne Consigny",1963-05-25,NA,1
18277,"Sandra Bullock",1964-07-26,NA,1
1223440,"Orto Ignatiussen",NA,NA,0
58587,"Phaldut Sharma",NA,NA,2
11218,"Alfonso Cuarón",1961-11-28,NA,2
1003190,"Jonás Cuarón",1981-01-01,NA,2
32645,"Marianne Sägebrecht",1945-08-27,NA,1
30485,"CCH Pounder",1952-12-25,NA,1
3785,"Jack Palance",1919-02-18,2006-11-10,2
3762,"Christine Kaufmann",1945-01-11,2017-03-28,1
32646,"Monica Calhoun",1971-07-29,NA,1
32632,"Percy Adlon",1935-06-01,NA,2
32633,"Eleonore Adlon",NA,NA,0
32634,"Christopher Doherty",NA,NA,0
31070,"Ryan O'Neal",1941-04-20,NA,2
31071,"Marisa Berenson",1947-02-15,NA,1
2264,"Patrick Magee",1922-03-31,1982-08-14,2
37777,"Hardy Krüger",1928-04-12,NA,2
22703,"Diana Körner",1944-09-24,NA,1
240,"Stanley Kubrick",1928-07-26,1999-03-07,2
7301,"Anthony Perkins",1932-04-04,1992-09-12,2
7302,"Janet Leigh",1927-07-06,2004-10-03,1
7303,"Vera Miles",1929-08-23,NA,1
7304,"John Gavin",1931-04-08,2018-02-09,2
2636,"Alfred Hitchcock",1899-08-13,1980-04-29,2
7300,"Joseph Stefano",1922-05-05,2006-08-25,2
1121,"Benicio del Toro",1967-02-19,NA,2
55493,"Brady Corbet",1988-08-17,NA,2
1261473,"Claudia Traisac",NA,NA,0
78882,"Carlos Bardem",1963-01-01,NA,2
40541,"Andrea Di Stefano",1972-12-15,NA,1
2176,"Tommy Lee Jones",1946-09-15,NA,2
6068,"Sela Ward",1956-07-11,NA,1
1231,"Julianne Moore",1960-12-03,NA,1
12989,"Andrew Davis",1946-11-21,NA,2
7671,"Jeb Stuart",1956-01-21,NA,2
28239,"David Twohy",1955-10-18,NA,2
2963,"Nicolas Cage",1964-01-07,NA,2
18354,"Bridget Moynahan",1971-04-28,NA,1
7499,"Jared Leto",1971-12-26,NA,2
19299,"Eamonn Walker",1962-06-12,NA,2
8685,"Andrew Niccol",1964-06-01,NA,2
933160,"Suraj Sharma",1993-03-21,NA,2
76793,"Irrfan Khan",1967-01-07,NA,2
935504,"Ayush Tandon",NA,NA,2
1133846,"Gautam Belur",NA,NA,2
227849,"Adil Hussain",1963-10-05,NA,2
1614,"Ang Lee",1954-10-23,NA,2
12996,"David Magee",1962-01-01,NA,2
85065,"Jack O'Connell",1990-08-01,NA,2
9828,"Garrett Hedlund",1984-09-03,NA,2
1391420,"Miyavi",1981-09-14,NA,2
168877,"Finn Wittrock",1984-10-28,NA,2
11701,"Angelina Jolie",1975-06-04,NA,1
1224,"Ethan Coen",1957-09-21,NA,2
1223,"Joel Coen",1954-11-29,NA,2
933,"William Nicholson",NA,NA,2
5469,"Ralph Fiennes",1962-12-22,NA,2
1137,"Juliette Binoche",1964-03-09,NA,1
5470,"Kristin Scott Thomas",1960-05-24,NA,1
